Scheme Name	Net Asset Value
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Regular Plan - IDCW	9.765
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Direct Plan - Growth	9.841
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Direct Plan - IDCW	9.841
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Regular Plan - Growth	9.757
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Regular Plan - IDCW	9.759
Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Direct Plan - Growth	8.928
Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Direct Plan - IDCW	8.934
Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Regular Plan - Growth	8.878
Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Regular Plan - IDCW	8.871
Mirae Asset NYSE FANG + ETF Fund of Fund Direct Growth	37.442
Mirae Asset NYSE FANG + ETF Fund of Fund Regular Growth	36.779
Mirae Asset S&P 500 Top 50 ETF Fund of Fund Direct Growth	25.653
Mirae Asset S&P 500 Top 50 ETF Fund of Fund Regular Growth	25.215
Motilal Oswal 5 Year G-Sec Fund Of Fund Direct -Growth	12.7874
Motilal Oswal 5 Year G-Sec Fund Of Fund Regular -Growth	12.7479
Motilal Oswal Asset Allocation FOF- A- Direct Growth	19.4566
Motilal Oswal Asset Allocation FOF- A- Regular Growth	18.9783
Motilal Oswal Asset Allocation FOF- C- Direct Growth	17.2334
Motilal Oswal Asset Allocation FOF- C- Regular Growth	16.8124
Motilal Oswal Gold and Silver ETFs Fund of Funds(Direct Plan)	25.3083
Motilal Oswal Gold and Silver ETFs Fund of Funds(Regular Plan)	25.0238
Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth	49.7131
Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth	48.3670
Nippon India Diversified Equity Flexicap Passive FoF - Direct Plan - Growth Option	21.8891
Nippon India Diversified Equity Flexicap Passive FoF - IDCW Option	21.3906
Nippon India Diversified Equity Flexicap Passive FoF - Regular Plan - Growth Option	21.3906
Nippon India Diversified Equity Flexicap Passive FoF- DIRECT Plan - IDCW Option	21.8891
NIPPON INDIA GOLD SAVINGS FUND - Direct Plan - IDCW Option	51.0973
Nippon India Gold Savings Fund - Direct Plan Growth Plan - Growth Option	51.0973
NIPPON INDIA GOLD SAVINGS FUND - IDCW Option	48.8320
Nippon India Gold Savings Fund-Growth plan- Growth Option	48.8320
Nippon India Income Plus Arbitrage Active Fund of Fund - Direct Plan-IDCW Payout	10.2795
Nippon India Income Plus Arbitrage Active Fund of Fund - Regular Plan- IDCW Payout	10.2677
Nippon India Income Plus Arbitrage Active Fund of Fund -Regular Plan- Growth Option	10.2677
Nippon India Income Plus Arbitrage Active Fund of Fund- Direct Plan- Growth Option	10.2795
Nippon India Multi - Asset Omni FoF - Direct Plan - Growth Option	23.5752
Nippon India Multi - Asset Omni FoF - DIRECT Plan - IDCW Option	23.5752
Nippon India Multi - Asset Omni FoF - IDCW Option	22.4771
Nippon India Multi - Asset Omni FoF - Regular Plan - Growth Option	22.4771
Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option	25.7900
NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - DIRECT Plan - IDCW Option	25.7900
Nippon India Nifty Next 50 Junior BeES FoF - Growth Plan - Growth Option	25.3888
NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - IDCW Option	25.3888
Nippon India Silver ETF FOF- Direct Plan-Growth Option	26.8452
Nippon India Silver ETF FOF- Direct Plan-IDCW Option	26.8452
Nippon India Silver ETF FOF- Regular Plan-IDCW Option	26.4498
Nippon India Silver ETF FOF-Regular Plan- Growth Option	26.4498
Quantum Diversified Equity All Cap Active FOF - Direct Plan Growth Option	87.667
Quantum Diversified Equity All Cap Active FOF - Direct Plan IDCW	87.449
Quantum Diversified Equity All Cap Active FOF - Regular Plan Growth Option	86.047
Quantum Diversified Equity All Cap Active FOF - Regular Plan IDCW	85.829
Quantum Gold Savings Fund - Direct Plan Growth Option	48.9462
Quantum Gold Savings Fund - Regular Plan Growth Option	48.3177
Quantum Multi Asset Active FOF - Direct Plan Growth Option	36.9337
Quantum Multi Asset Active FOF - Regular Plan Growth Option	36.0413
Quantum Nifty 50 ETF Fund of Fund - Direct Plan - Growth	15.4030
Quantum Nifty 50 ETF Fund of Fund - Regular Plan - Growth	15.3414
SBI Dynamic Asset Allocation Active FoF - Direct Plan - Growth	10.2131
SBI Dynamic Asset Allocation Active FoF - Regular Plan - Growth	10.1891
SBI Dynamic Asset Allocation Active FoF - Regular Plan - Income Distribution Cum Capital Withdrawal Option	10.1891
SBI Dynamic Asset Allocation Active FoF- Direct Plan- Income Cum Distribution Capital Withdrawal Option	10.2126
SBI Gold Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	39.0940
SBI Gold Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	37.3847
SBI GOLD FUND REGULAR PLAN - GROWTH	37.3748
SBI GOLD FUND- DIRECT PLAN - GROWTH	39.1503
SBI Income Plus Arbitrage Active FOF- Direct Plan- Growth	10.3391
SBI Income Plus Arbitrage Active FOF- Direct Plan- Income Distribution Cum Capital Withdrawal Option	10.3390
SBI Income Plus Arbitrage Active FOF- Regular Plan- Growth	10.3280
SBI Income Plus Arbitrage Active FOF- Regular Plan- Income Distribution Cum Capital Withdrawal Option	10.3281
SBI Silver ETF FOF- Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW)	18.5658
SBI Silver ETF Fund of Fund- Direct Plan - Growth	18.6600
SBI Silver ETF Fund of Fund- Direct Plan - Income Distribution Cum Capital Withdrawal Option (IDCW)	18.6602
SBI Silver ETF Fund of Fund- Regular Plan - Growth	18.5655
Tata Gold ETF Fund of Fund Direct Plan Growth Option	19.7250
Tata Gold ETF Fund of Fund Direct Plan IDCW Payout Option	19.7250
Tata Gold ETF Fund of Fund Direct Plan IDCW Reinvestment Option	19.7250
Tata Gold ETF Fund of Fund Regular Plan Growth Option	19.5134
Tata Gold ETF Fund of Fund Regular Plan IDCW Payout Option	19.5134
Tata Gold ETF Fund of Fund Regular Plan IDCW Reinvestment Option	19.5134
Tata Income Plus Arbitrage Active FOF - Direct Plan Growth Option	10.2837
Tata Income Plus Arbitrage Active FOF - Direct Plan IDCW Payout Option	10.2837
Tata Income Plus Arbitrage Active FOF - Direct Plan IDCW Reinvestment Option	10.2837
Tata Income Plus Arbitrage Active FOF - Regular Plan Growth Option	10.2550
Tata Income Plus Arbitrage Active FOF - Regular Plan IDCW Payout Option	10.2550
Tata Income Plus Arbitrage Active FOF - Regular Plan IDCW Reinvestment Option	10.2550
Tata Nifty India Digital ETF Fund of Fund -Regular Plan-Growth	15.3680
Tata Nifty India Digital ETF Fund of Fund-Direct Plan- IDCW Reinvestment	15.6221
Tata Nifty India Digital ETF Fund of Fund-Direct Plan-Growth	15.6221
Tata Nifty India Digital ETF Fund of Fund-Direct Plan-IDCW Payout	15.6221
Tata Nifty India Digital ETF Fund of Fund-Regular Plan-IDCW Payout	15.3680
Tata Nifty India Digital ETF Fund of Fund-Regular Plan-IDCW Reinvestment	15.3680
Tata Silver ETF Fund of Fund Direct Plan Growth Option	23.0692
Tata Silver ETF Fund of Fund Direct Plan IDCW Payout Option	23.0692
Tata Silver ETF Fund of Fund Direct Plan IDCW Reinvestment Option	23.0692
Tata Silver ETF Fund of Fund Regular Plan Growth Option	22.8731
Tata Silver ETF Fund of Fund Regular Plan IDCW Payout Option	22.8731
Tata Silver ETF Fund of Fund Regular Plan IDCW Reinvestment Option	22.8731
Union Diversified Equity All Cap Active FOF - Direct Plan - Growth Option	9.9346
Union Diversified Equity All Cap Active FOF - Direct Plan - IDCW Option	9.9346
Union Diversified Equity All Cap Active FOF - Regular Plan - Growth Option	9.9126
Union Diversified Equity All Cap Active FOF - Regular Plan - IDCW Option	9.9126
Union Gold ETF Fund of Fund - Direct Plan - Growth Option	14.6631
Union Gold ETF Fund of Fund - Direct Plan - IDCW Option	14.6631
Union Gold ETF Fund of Fund - Regular Plan - Growth Option	14.6342
Union Gold ETF Fund of Fund - Regular Plan - IDCW Option	14.6342
Union Income Plus Arbitrage Active FOF - Direct Plan - Growth Option	10.1469
Union Income Plus Arbitrage Active FOF - Direct Plan - IDCW Option	10.1469
Union Income Plus Arbitrage Active FOF - Regular Plan - Growth Option	10.1225
Union Income Plus Arbitrage Active FOF - Regular Plan - IDCW Option	10.1225
UTI Gold ETF Fund of Fund - Direct Plan - Growth Option	24.6229
UTI Gold ETF Fund of Fund - Regular Plan - Growth Opton	24.2928
UTI Income Plus Arbitrage Active Fund of Fund - Direct Plan - Growth Option	10.4631
UTI Income Plus Arbitrage Active Fund of Fund - Regular Plan - Growth Option	10.4316
UTI Silver ETF Fund of Fund - Direct Plan - Growth Option	22.3729
UTI Silver ETF Fund of Fund - Regular Plan - Growth Option	22.1567
Zerodha Gold ETF FoF-Direct Plan - Growth Option	16.7089
Zerodha Multi Asset Passive FoF - Direct - Growth	10.9873
Zerodha Silver ETF FoF - Direct Growth	15.9747
Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct - IDCW	26.4513
Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct plan - Growth Option	29.9071
Aditya Birla Sun Life Global Emerging Opportunities Fund - Regular - IDCW	28.5191
Aditya Birla SUn Life Global Emerging Opportunities Fund - Regular Plan - Growth Option	28.514
Aditya Birla Sun Life Global Excellence Equity Fund Of Fund - Retail Plan - Direct Plan - Growth Option	40.6705
Aditya Birla Sun Life Global Excellence Equity Fund Of Fund- Retail Plan - Regular Plan - Growth Option	38.1514
Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-DIRECT - RETAIL - IDCW	40.6913
Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-REGULAR - RETAIL - IDCW	38.1751
Aditya Birla Sun Life US Equity Passive FOF-Direct IDCW	18.8856
Aditya Birla Sun Life US Equity Passive FOF-Direct-Growth	18.883
Aditya Birla Sun Life US Equity Passive FOF-Regular Growth	18.5866
Aditya Birla Sun Life US Equity Passive FOF-Regular IDCW	18.5851
Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Direct Growth	11.9679
Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Direct IDCW Payout	11.9679
Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular Growth	11.9561
Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular IDCW	11.9549
Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Direct Growth	12.3407
Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Direct IDCW	12.3407
Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular Growth	12.3271
Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular IDCW	12.3271
Axis Global Equity Alpha Fund of Fund - Direct Plan - Growth Option	23.1994
Axis Global Equity Alpha Fund of Fund - Direct Plan - IDCW	23.1940
Axis Global Equity Alpha Fund of Fund - Regular Plan - Growth Option	22.0167
Axis Global Equity Alpha Fund of Fund - Regular Plan - IDCW	22.0168
Axis Global Innovation Fund of Fund - Direct Plan - Growth	16.83
Axis Global Innovation Fund of Fund - Direct Plan - IDCW	16.82
Axis Global Innovation Fund of Fund - Regular Plan - Growth	16.06
Axis Global Innovation Fund of Fund - Regular Plan - IDCW	16.06
Axis Greater China Equity Fund of Fund - Direct Plan - Growth Option	10.48
Axis Greater China Equity Fund of Fund - Direct Plan - IDCW	10.48
Axis Greater China Equity Fund of Fund - Regular Plan - Growth Option	9.95
Axis Greater China Equity Fund of Fund - Regular Plan - IDCW	9.94
Axis US Specific Equity Passive FOF - Direct Plan - Growth	24.4817
Axis US Specific Equity Passive FOF - Direct Plan - IDCW	24.4817
Axis US Specific Equity Passive FOF - Regular Plan - Growth	24.1940
Axis US Specific Equity Passive FOF - Regular Plan - IDCW	24.1939
Axis US Specific Treasury Dynamic Debt Passive FOF - Direct Plan - Growth Option	11.7188
Axis US Specific Treasury Dynamic Debt Passive FOF - Direct Plan - IDCW Option	11.7181
Axis US Specific Treasury Dynamic Debt Passive FOF - Regular Plan - Growth Option	11.7076
Axis US Specific Treasury Dynamic Debt Passive FOF - Regular Plan - IDCW Option	11.7076
Bandhan US specific Equity Active FOF - GROWTH - DIRECT PLAN	19.379
Bandhan US specific Equity Active FOF - GROWTH - REGULAR PLAN	18.530
Bandhan US specific Equity Active FOF - IDCW - DIRECT PLAN	19.379
Bandhan US specific Equity Active FOF - IDCW - REGULAR PLAN	18.530
Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF - DIRECT PLAN - GROWTH	12.3680
Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF - DIRECT PLAN - IDCW	12.3680
Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF - REGULAR PLAN - GROWTH	12.3484
Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF- REGULAR PLAN- IDCW	12.3484
Baroda BNP Paribas Aqua Fund of Fund - Direct Plan - Growth Option	14.8125
Baroda BNP Paribas Aqua Fund of Fund - Direct Plan - IDCW Option	14.8125
Baroda BNP Paribas Aqua Fund of Fund - Regular Plan - IDCW Option	14.1047
Baroda BNP Paribas Aqua Fund of Fund - Regular Plan Growth	14.1047
DSP Global Clean Energy Overseas Equity Omni FoF - Direct Plan - IDCW	18.1917
DSP Global Clean Energy Overseas Equity Omni FoF - Regular Plan - Growth	23.4882
DSP Global Clean Energy Overseas Equity Omni FoF - Regular Plan - IDCW	16.3317
DSP Global Clean Energy Overseas Equity Omni FoF Direct Plan - Growth	24.7879
DSP Global Innovation Overseas Equity Omni FoF - Direct - Growth	19.4739
DSP Global Innovation Overseas Equity Omni FoF - Direct - IDCW	19.4739
DSP Global Innovation Overseas Equity Omni FoF - Regular - Growth	18.8117
DSP Global Innovation Overseas Equity Omni FoF - Regular - IDCW	18.8117
DSP US Specific Debt Passive FoF - Direct - Growth	11.9500
DSP US Specific Debt Passive FoF - Direct - IDCW	11.9500
DSP US Specific Debt Passive FoF - Regular - Growth	11.9397
DSP US Specific Debt Passive FoF - Regular - IDCW	11.9397
DSP US Specific Equity Omni FoF - Direct Plan - Growth	82.7871
DSP US Specific Equity Omni FoF - Direct Plan - IDCW	69.2752
DSP US Specific Equity Omni FoF - Regular Plan - Growth Option	75.2708
DSP US Specific Equity Omni FoF - Regular Plan - IDCW	35.7894
DSP World Gold Mining Overseas Equity Omni FoF - Direct Plan - Growth	52.4146
DSP World Gold Mining Overseas Equity Omni FoF - Direct Plan - IDCW	31.3742
DSP World Gold Mining Overseas Equity Omni FoF - Regular Plan - Growth	48.8878
DSP World Gold Mining Overseas Equity Omni FoF - Regular Plan - IDCW	29.6152
DSP World Mining Overseas Equity Omni FoF - Direct Plan - Growth	26.9844
DSP World Mining Overseas Equity Omni FoF - Direct Plan - IDCW	25.6349
DSP World Mining Overseas Equity Omni FoF - Regular Plan - Growth	25.0130
DSP World Mining Overseas Equity Omni FoF - Regular Plan - IDCW	22.6281
Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option	35.893
Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option	32.067
Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option	22.8629
Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan - Growth Option	20.9738
Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan	29.8246
Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan	26.9465
Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option	58.823
Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option	52.164
Edelweiss US Technology Equity Fund of Fund- Direct Plan- Growth	34.6025
Edelweiss US Technology Equity Fund of Fund- Regular Plan- Growth	32.7458
Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option	40.2131
Edelweiss US Value Equity Offshore Fund - Regular Plan - Growth Option	36.2524
Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - Growth	92.4493
Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW	92.4493
Franklin U.S. Opportunities Equity Active Fund of Funds - Growth	81.5213
Franklin U.S. Opportunities Equity Active Fund of Funds - IDCW	81.5213
HDFC Developed World Overseas Equity Passive FOF - Direct Plan - Growth Option	18.44
HDFC Developed World Overseas Equity Passive FOF - Growth Option	18.077
HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Growth	28.9246
HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Growth Direct	31.2568
HSBC Asia Pacific IDCW Yield Fund Direct Plan IDCW	22.1241
HSBC Asia Pacific IDCW Yield Fund IDCW	22.2098
HSBC Brazil Fund - Growth Direct	10.397
HSBC Brazil Fund - IDCW	9.4864
HSBC Brazil Fund - IDCW Direct Plan	10.3881
HSBC Brazil Fund-Growth	9.4864
HSBC Global Emerging Market Fund - Growth Direct	28.3231
HSBC Global Emerging Markets Fund - Growth	25.8625
HSBC Global Emerging Markets Fund - IDCW	19.6767
HSBC Global Emerging Markets Fund - IDCW Direct Plan	23.9819
HSBC Global Equity  Climate Change Fund of Fund Direct Plan IDCW	11.7539
HSBC Global Equity Climate Change Fund of Fund - Direct - Growth	11.7539
HSBC Global Equity Climate Change Fund of Fund - Regular - Growth	11.4142
HSBC Global Equity Climate Change Fund of Fund IDCW	11.4142
ICICI Prudential Global Stable Equity Fund (FOF) - Direct - Growth	32.09
ICICI Prudential Global Stable Equity Fund (FOF) - Direct - IDCW	32.09
ICICI Prudential Global Stable Equity Fund (FOF) - Growth	29.72
ICICI Prudential Global Stable Equity Fund (FOF) - IDCW	29.72
ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Direct Plan Growth	23.8637
ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Direct Plan IDCW	23.8632
ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Growth	23.0027
ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - IDCW	22.9987
Invesco India - Invesco EQQQ Nasdaq-100 ETF Fund of Fund - Direct Plan - Growth	21.5431
Invesco India - Invesco EQQQ Nasdaq-100 ETF Fund of Fund - Regular Plan - Growth	21.3565
Invesco India - Invesco Global Consumer Trends Fund of Fund - Direct Plan - Growth	12.8299
Invesco India - Invesco Global Consumer Trends Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment)	12.8295
Invesco India - Invesco Global Consumer Trends Fund of Fund - Regular Plan - Growth	12.2109
Invesco India - Invesco Global Consumer Trends Fund of Fund - Regular Plan - IDCW (Payout / Reinvestment)	12.2106
Invesco India - Invesco Global Equity Income Fund of Fund - Direct Plan - Growth	35.0823
Invesco India - Invesco Global Equity Income Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment)	34.6623
Invesco India - Invesco Global Equity Income Fund of Fund - Regular Plan - Growth	31.6836
Invesco India - Invesco Global Equity Income Fund of Fund - Regular Plan - IDCW (Payout / Reinvestment)	31.6382
Invesco India - Invesco Pan European Equity Fund of Fund - Direct Plan - Growth Option	23.594
Invesco India - Invesco Pan European Equity Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment)	23.5236
Invesco India - Invesco Pan European Equity Fund of Fund - Regular Plan - Growth Option	21.6394
Invesco India - Invesco Pan European Equity Fund of Fund - Regular Plan - IDCW (Payout / Reinvestment)	21.6387
Kotak Global Emerging Market overseas Equity Omni FOF - Growth - Direct	32.929
Kotak Global Emerging Market Overseas Equity Omni FOF - Payout of Income Distribution cum capital withdrawal option	30.315
Kotak Global Emerging Market Overseas Equity Omni FOF - Payout of Income Distribution cum capital withdrawal option - Direct	33.068
Kotak Global Emerging Market Overseas Equity Omni FOF- Growth	30.313
Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan -IDCW Option	12.7162
Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan-Growth	12.7158
Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan - IDCW Option	13.3938
Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan -Growth	13.3957
Kotak International REIT Overseas Equity Omni FOF - Direct Plan - Growth	11.7113
Kotak International REIT Overseas Equity Omni FOF - Direct Plan - Payout of Income Distribution cum capital withdrawal option	11.7112
Kotak International REIT Overseas Equity Omni FOF - Regular Plan - Growth	11.2037
Kotak International REIT Overseas Equity Omni FOF - Regular Plan - Payout of Income Distribution cum capital withdrawal option	11.2038
Kotak US Equity Fund - Direct Plan - Dividend option	20.129
Kotak US Equity Fund - Direct Plan - Growth option	20.131
Kotak US Equity Fund - Standard Plan - Dividend option	19.213
Kotak US Equity Fund - Standard Plan - Growth option	19.216
Kotak US Specific Equity Passive FOF - Regular Plan - Growth	22.9651
Kotak US Specific Equity Passive FOF- Direct Plan - Growth	23.3998
Kotak World Gold Fund - Standard Plan - Dividend Option	9.28
Kotak World Gold Fund - Standard Plan - Growth Option	11.199
Kotak World Gold Fund- Direct Plan- Dividend Option	9.78
Kotak World Gold Fund- Direct Plan- Growth Option	11.759
Mahindra Manulife Asia Pacific REITs FOF - Direct Plan - Growth	10.5517
Mahindra Manulife Asia Pacific REITs FOF - Direct Plan - IDCW	10.5517
Mahindra Manulife Asia Pacific REITs FOF - Regular Plan - Growth	10.1406
Mahindra Manulife Asia Pacific REITs FOF - Regular Plan - IDCW	10.1406
Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF - Direct Plan - Growth	13.749
Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF - Regular Plan - Growth	13.560
Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth	27.017
Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Regular Plan - Growth	26.872
Motilal Oswal Developed Market Ex US ETFs Fund of Funds Direct Plan Growth	15.4511
Motilal Oswal Developed Market Ex US ETFs Fund of Funds Regular Plan Growth	15.2756
Navi NASDAQ 100 Fund of Fund- Direct- Growth	20.5321
Navi NASDAQ 100 Fund of Fund- Regular- Growth	20.3944
Navi US Total Stock Market Fund of Fund- Direct Plan- Growth	19.2101
Navi US Total Stock Market Fund of Fund- Regular Plan- Growth	19.2101
PGIM India Emerging Markets Equity Fund of Fund - Direct Plan - Growth	20.79
PGIM India Emerging Markets Equity Fund of Fund- Direct Plan - Dividend	9.15
PGIM India Emerging Markets Equity Fund of Fund- Dividend	11
PGIM India Emerging Markets Equity Fund of Fund- Growth	18.18
PGIM India Global Equity Opportunities Fund of Fund - Bonus	11.75
PGIM India Global Equity Opportunities Fund of Fund- Direct Plan - Dividend	29.18
PGIM India Global Equity Opportunities Fund of Fund- Direct Plan - Growth	54.48
PGIM India Global Equity Opportunities Fund of Fund- Dividend	22.17
PGIM India Global Equity Opportunities Fund of Fund- Growth	47.97
PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - Growth Option	11.92
PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - IDCW Option	9.01
PGIM India Global Select Real Estate Securities Fund of Fund - Regular Plan - Growth Option	11.53
PGIM India Global Select Real Estate Securities Fund of Fund - Regular Plan - IDCW Option	8.93
SBI US Specific Equity Active FoF - Direct Plan - Growth	21.9898
SBI US Specific Equity Active FoF- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	21.9899
SBI US Specific Equity Active FoF- Regular Plan - Growth	21.2385
SBI US Specific Equity Active FoF- Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	21.2379
Sundaram Global Brand Theme-Equity Active FOF - Direct Growth	43.4798
Sundaram Global Brand Theme-Equity Active FOF - Direct IDCW	36.4899
Sundaram Global Brand Theme-Equity Active FOF - Regular Growth	39.5729
Sundaram Global Brand Theme-Equity Active FOF - Regular IDCW	31.9900
360 ONE Gold ETF	124.8092
Aditya Birla Sun Life Gold ETF	112.1683
ANGEL ONE GOLD ETF	11.9285
Axis Gold ETF	106.4924
Baroda BNP Paribas Gold ETF	123.6718
Choice Gold ETF	127.0082
DSP Gold ETF	123.9682
Edelweiss Gold ETF	127.6436
Groww Gold ETF	124.972
HDFC Gold ETF - Growth Option	109.0713
ICICI Prudential Gold ETF	109.2692
Invesco India Gold Exchange Traded Fund	11131.4333
KOTAK GOLD ETF	106.5026
LIC MF Gold Exchange Traded Fund	11551.4674
Mirae Asset Gold ETF	124.0630
Motilal Oswal Gold ETF	126.4968
Nippon India ETF Gold BeES	105.7168
Quantum Gold Fund	105.6895
SBI Gold ETF	108.9258
Tata Gold Exchange Traded Fund	12.5139
Union Gold ETF	125.1061
UTI GOLD Exchange Traded Fund	108.0492
Zerodha Gold ETF	20.0763
Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund- Regular Growth	10.3666
Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund-Direct Growth	10.3919
Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund-Direct IDCW Payout	10.3929
Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund-Regular IDCW Payout	10.3666
Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Direct Growth	10.4777
Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Direct IDCW Payout	10.4777
Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Regular Growth	10.4512
Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Regular IDCW Payout	10.4512
Aditya Birla Sun Life BSE India Infrastructure Index Fund-Direct Growth	9.0943
Aditya Birla Sun Life BSE India Infrastructure Index Fund-Direct IDCW Payout	9.0943
Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular Growth	9.0359
Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular IDCW Payout	9.036
Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Direct Growth	12.8701
Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL APR 2028 Index Fund-Direct IDCW	12.8687
Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular Growth	12.8078
Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular IDCW	12.809
Aditya Birla Sun Life Crisil IBX 60:40 SDL + AAA PSU APR 2026 Index Fund-Direct Growth	12.3339
Aditya Birla Sun Life Crisil IBX 60:40 SDL+ AAA PSU APR 2026 Index Fund-Direct IDCW Payout	12.3331
Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU APR 2026 Index Fund-Regular Growth	12.2454
Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU APR 2026 Index Fund-Regular IDCW Payout	12.2465
Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Direct Growth	12.5895
Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Direct IDCW	12.5916
Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Regular Growth	12.5082
Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Regular IDCW	12.5047
Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Direct IDCW	10.7256
Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular Growth	12.9452
Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular IDCW	10.638
